title,company,location,salary_avg,salary_min,salary_max,is_remote,seniority,category,skills,post_date,scraped_date
2026 Statistics Intern (PhD),AbbVie,"Florham Park, Morris County",61579.23,61579.23,61579.23,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:56
2026 Statistics Intern (PhD),AbbVie,"North Chicago, Lake County",58530.85,58530.85,58530.85,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:56
2026 Statistics Intern (PhD),AbbVie,"South San Francisco, San Mateo County",64723.89,64723.89,64723.89,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:56
"Manager- Senior Data/Business Analyst, AbbVie Complete Access",AbbVie,"North Chicago, Lake County",112698.47,112698.47,112698.47,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Senior Data Insights Manager - Supply Chain,Springs Window Fashions,"Middleton, Dane County",116751.59,116751.59,116751.59,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Data Analyst,Emory,"North Decatur, DeKalb County",83735.7,83735.7,83735.7,0,Mid-level,IT Jobs,"['python', 'r']",2025-12-20,2025-12-22 00:08:56
Program Evaluation Manager,LMI,"Tysons, Fairfax County",129045.03,129045.03,129045.03,0,Senior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Sr. Political Researcher,GoodParty.org,US,153000.0,136000.0,170000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Data Management Analyst,Northrop Grumman,"Linthicum, Anne Arundel County",99500.0,79600.0,119400.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Data Analyst 1666037,Network Designs,US,99377.5,90115.0,108640.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Data Management Analyst I,University of Florida,"Gainesville, Alachua County",63917.57,63917.57,63917.57,0,Junior,Admin Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Radar Data Analyst,"deciBel Research, Inc.","Madison, Madison County",113422.82,113422.82,113422.82,0,Mid-level,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Compliance Analyst - Operations,Interstate Waste Services,US,100000.0,90000.0,110000.0,0,Junior,Trade & Construction Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Senior Data Engineer,Rockstar Games,"Carlsbad, San Diego County",141600.0,121400.0,161800.0,0,Senior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:56
"Trauma Registry Data Analyst (Part-Time, Days)",Nicklaus Children's,"Miami, Miami-Dade County",42859.14,42859.14,42859.14,0,Junior,Part time Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Business Architect,Intel,"Aloha, Washington County",181605.0,123130.0,240080.0,0,Junior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:56
Tableau Developer - Software Engineer 3 2695,"Amarx Search, Inc.","Linthicum Heights, Anne Arundel County",210080.0,210080.0,210080.0,0,Senior,IT Jobs,"['tableau', 'sql', 'r']",2025-12-20,2025-12-22 00:08:56
Business Analyst 3,Link Technologies,"Austin, Travis County",72965.81,72965.81,72965.81,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
"Senior Data Engineer, Data Governance",CarGurus,"Boston, Suffolk County",149371.0,149371.0,149371.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
"Site Engagement Analyst, Zappos, Customer Experience",Zappos,"New York City, New York",105000.0,66900.0,143100.0,0,Junior,"PR, Advertising & Marketing Jobs",['r'],2025-12-20,2025-12-22 00:08:59
"Manager, Business Analysis And Insights - Walmart Connect",Walmart,"Bentonville, Benton County",120000.0,84000.0,156000.0,0,Junior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Market Analyst,Modo Energy,"New York City, New York",125000.0,100000.0,150000.0,0,Mid-level,"Energy, Oil & Gas Jobs",['r'],2025-12-20,2025-12-22 00:08:59
Marketing Data Analyst,American Century Investments,"Kansas City, Jackson County",70677.73,70677.73,70677.73,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Salesforce Product Manager,The Citco Group,"New York, US",180000.0,155000.0,205000.0,0,Manager,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
"Manager, Analytics Product Development",Cardinal Health,US,135100.0,105100.0,165100.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Governance Analyst,Guidehouse,"Washington, Washington, D.C.",130500.0,98000.0,163000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Operations Analyst II,R1,US,80070.5,65342.0,94799.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Lead Data Analyst (Transplant Diagnostic),Thermo Fisher Scientific,"Fishers, Hamilton County",90976.97,90976.97,90976.97,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
"Director, Data & AI Platform Engineering",Stitch Fix,US,136778.94,136778.94,136778.94,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Business Analyst (US),Nordic Consulting Partners,"National City, San Diego County",113234.11,113234.11,113234.11,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Business Analyst 1579R1,Sistema Technologies,"Austin, Travis County",64327.41,64327.41,64327.41,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Senior Level Planner (Los Angeles),Sasaki Associates,"Los Angeles, Los Angeles County",120000.0,110000.0,130000.0,0,Senior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Assistant Prod. Planner and Scheduler,GFF,"Bassett, Los Angeles County",58679.41,58679.41,58679.41,0,Junior,Manufacturing Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Senior Data Engineer,Rockstar Games,"Andover, Essex County",130408.75,130408.75,130408.75,0,Senior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:59
SAP Master Data Analyst,Cartamundi East Longmeadow LLC,"Duncanville, Dallas",107500.0,100000.0,115000.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Analyst Intern,ChaseSource,"Austin, Travis County",33834.34,33834.34,33834.34,0,Junior,Admin Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Associate Data Analyst,PURE Insurance,US,77500.0,70000.0,85000.0,0,Junior,IT Jobs,"['sql', 'r']",2025-12-20,2025-12-22 00:08:59
Data Engineer 2 1666101,Network Designs,US,107015.0,96285.0,117745.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Integration Engineer,XL Construction,"Milpitas, Santa Clara County",155250.0,138000.0,172500.0,0,Junior,IT Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:08:59
Entry Level Bilingual (Korean/English) Ocean & Air Import/Export Coordinator,CJ Logistics,"Clarksville, Montgomery County",47000.0,44000.0,50000.0,0,Senior,Logistics & Warehouse Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Manager-PIM Integration Manager,Genuine Parts Company,US,77254.02,77254.02,77254.02,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Manager - Data Engineering,Penske,"Tampa, Hillsborough County",127161.95,127161.95,127161.95,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Analyst Associate,CliftonLarsonAllen,"Saint Louis, Saint Louis County",101210.1,101210.1,101210.1,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
"Field Operations Data Analyst, Shockwave Medical",Johnson & Johnson,"Santa Clara, Santa Clara County",97875.0,75000.0,120750.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Forward Deployed Data Scientist,Summation,"Bellevue, King County",190000.0,180000.0,200000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
"Senior UX Designer, Research",State Affairs,"Washington, Washington, D.C.",150000.0,140000.0,160000.0,0,Senior,Creative & Design Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Analytics Engineer,Socure,"Carson City, Nevada",112500.0,100000.0,125000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Sr Data Analyst - Finance Capabilities (SAP Analytics Cloud),Target,US,121500.0,87000.0,156000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Analyst II,Centene Management Company,US,77050.0,55100.0,99000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Bilingual Tenant Advocate,Community Economic Defense Project,"Glendale, Denver",69546.69,69546.69,69546.69,0,Senior,Admin Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Fraud & AML Data Analyst,Oscilar,US,183382.5,183382.5,183382.5,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Business Analyst,Selene Diligence,"Dallas, Texas",74959.54,74959.54,74959.54,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Analyst,GD Information Technology,US,131000.0,111350.0,150650.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
"Manager, Data Analytics - Last Mile Delivery, Trust and Safety",Walmart,"Bentonville, Benton County",117500.0,80000.0,155000.0,0,Senior,IT Jobs,"['sql', 'r']",2025-12-20,2025-12-22 00:08:59
High Performance Computing Engineer - Mid-level,Praxis Engineering,"Mc Lean, Fairfax County",186502.5,129021.0,243984.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
"Manager, Marketing",Carnival Corporation,"Medley, Miami-Dade County",99736.91,99736.91,99736.91,0,Junior,"PR, Advertising & Marketing Jobs",['r'],2025-12-20,2025-12-22 00:08:59
"Industry Principal, Financial Services & Insurance",Glean,"San Francisco, California",270000.0,240000.0,300000.0,0,Senior,IT Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:08:59
Insights Analyst (ROPS Reporting Analyst),DaVita,US,70250.0,56500.0,84000.0,0,Junior,IT Jobs,"['tableau', 'r']",2025-12-20,2025-12-22 00:08:59
Data Analyst (Remote),Quality Talent Group,"Winder, Barrow County",90559.39,90559.39,90559.39,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Staff Data Scientist,Visa,"Washington, Washington, D.C.",109086.91,109086.91,109086.91,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Analyst (R2),Lucayan Technology Solutions LLC,"Fort Hood, Bell County",103730.55,103730.55,103730.55,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Business Analyst,ITrade STEM,"Fort Lauderdale, Broward County",86047.09,86047.09,86047.09,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Quality Analyst (Workers Comp Insurance),PA Compensation Rating Bureau.,"Philadelphia, Philadelphia County",89412.2,89412.2,89412.2,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Analyst (Remote),Quality Talent Group,"Clovis, Fresno County",93142.77,93142.77,93142.77,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Analyst (Remote),Quality Talent Group,"Dalton, Whitfield County",92176.4,92176.4,92176.4,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Analyst (Remote),Quality Talent Group,"Westlake, Cuyahoga County",87430.98,87430.98,87430.98,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:59
Data Analyst (Remote),Quality Talent Group,"Oak Lawn, Cook County",89655.8,89655.8,89655.8,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Sr. Portfolio Data Analyst,One Park Financial,"Miami, Miami-Dade County",151635.44,151635.44,151635.44,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Tactical Data Link Analyst,Sayres Defense,"Yuma, Yuma County",68250.2,68250.2,68250.2,0,Junior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:09:03
SENIOR DATA SCIENTIST AGENTIC AI,PRI Technology,"New York City, New York",146260.78,146260.78,146260.78,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Data Analyst: Value-Based Care (Minnesota-Based),Bluestone Physician Services,"Stillwater, Washington County",84000.0,74000.0,94000.0,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Data Scientist (Exploitation Specialist - Senior-level) NGA - St Louis,Masego,"Saint Louis, Saint Louis County",157261.12,157261.12,157261.12,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Data Science Associate,Public Health Solutions,"New York City, New York",88152.09,88152.09,88152.09,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Analytics Developer | Philippines,Peak Support LLC,"Cambridge, Middlesex County",99164.62,99164.62,99164.62,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Director of Quality & Health Information Management,Matthew 25 Aids Services,"Henderson, Henderson County",78144.77,78144.77,78144.77,0,Junior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Senior Data Engineer,Adtalem Global Education,"Lisle, DuPage County",100520.59,100520.59,100520.59,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Survey Research Analyst - Investment Market Insights,SV Recruitment Solutions,"New York City, New York",71171.16,71171.16,71171.16,0,Senior,"Energy, Oil & Gas Jobs",['r'],2025-12-20,2025-12-22 00:09:03
Excel Data Specialist (Temporary),"RI Temps, Inc.","Providence, Providence County",75452.7,75452.7,75452.7,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Analytics Engineer (Mid-Level or Senior),Boeing,"Seattle, King County",155000.0,131750.0,178250.0,0,Senior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Senior AI App Developer,PCC Talent Acquisition Portal,US,127741.85,127741.85,127741.85,0,Senior,IT Jobs,"['python', 'r']",2025-12-20,2025-12-22 00:09:03
Research Associate,Forrester Research,"Cambridge, Middlesex County",83917.96,83917.96,83917.96,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
"Senior Manager, Data Solutions",Cetera Financial Group,"Dallas, Texas",181000.0,134000.0,228000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Business Ops II,Cambia Health Solutions,"Portland, Multnomah County",113500.0,86000.0,141000.0,0,Junior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:09:03
IT Data Specialist (US),TD Bank,"Mount Laurel, Burlington County",108420.0,86840.0,130000.0,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Analytics Associate I,BlueLabs,US,102912.32,102912.32,102912.32,0,Junior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Pricing Analytics Manager,Uline,"Pleasant Prairie, Kenosha County",115595.92,115595.92,115595.92,0,Junior,Sales Jobs,['r'],2025-12-20,2025-12-22 00:09:03
"Clinical Research Associate I – Community & Behavioral Health, Tan Lab (Onsite)",Cedars-Sinai Medical Center,"Los Angeles, Los Angeles County",50542.66,50542.66,50542.66,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:09:03
HRIS Analyst,Waystar,"Lehi, Utah County",58087.49,58087.49,58087.49,0,Junior,IT Jobs,"['tableau', 'r']",2025-12-20,2025-12-22 00:09:03
Head of Agentic AI,Transformco,"Upper East Side, Manhattan",114149.43,114149.43,114149.43,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Data Analyst - Consultant,The World Justice Project,"Washington, D.C., US",67471.98,67471.98,67471.98,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Pharmacy Payment Integrity Analyst,SmartLight Analytics,"Prestonwood, Collin County",159096.67,159096.67,159096.67,0,Junior,Healthcare & Nursing Jobs,"['sql', 'r']",2025-12-20,2025-12-22 00:09:03
ServiceNow Data Analyst Operations Lead,Newfire Global Partners,"Boston, Suffolk County",124000.0,110000.0,138000.0,0,Senior,HR & Recruitment Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Geospatial Data Scientist (TS/SCI  Poly),The DarkStar Group,"Mc Lean, Fairfax County",114015.94,114015.94,114015.94,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Pricing Specialist(NYC),Consultative Search Group,"Grand Central, Manhattan",97750.0,88000.0,107500.0,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Supply Chain Analyst (Hybrid),Belk,"Charlotte, Mecklenburg County",94255.73,94255.73,94255.73,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Data Analyst – TS/SCI required,GD Information Technology,"Annapolis Junction, Anne Arundel County",155000.0,131750.0,178250.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Senior Data Engineer,Guidewire,US,136208.4,136208.4,136208.4,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Business Analyst,KAI Partners,"Roseville, Placer County",85000.0,70000.0,100000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Implementation Manager,HockeyStack,"San Francisco, California",125000.0,100000.0,150000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
"Project Manager, M&A Integration (Healthcare)",Summit Spine and Joint Centers,"Lawrenceville, Gwinnett County",112056.09,112056.09,112056.09,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Reporting and Analytics Lead,Guidehouse,"Boston, Suffolk County",173000.0,130000.0,216000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Senior Data Solutions Analyst,Highmark Health,US,94313.0,94313.0,94313.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Data Analyst,ASML,"San Diego, San Diego County",125500.0,94125.0,156875.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Planning Data Analyst - Strategic Planning,Ochsner Clinic Foundation,"New Orleans, Orleans Parish",75662.6,75662.6,75662.6,0,Junior,Admin Jobs,['r'],2025-12-20,2025-12-22 00:09:03
"Intern - Software Engineer, HBM",Micron,"Richardson, Dallas",83327.98,83327.98,83327.98,0,Junior,IT Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:09:03
Turbine Airfoils Quality Senior Engineer,GE Aerospace,"Greenville, Pitt County",67417.12,67417.12,67417.12,0,Senior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:09:03
"Senior Director, Enterprise Architecture – AI & Data",Pfizer,US,245600.0,184200.0,307000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
eDiscovery Data Migration Analyst,GD Information Technology,US,120000.0,102000.0,138000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
"Manager, Reporting & Analytics",Sherwin-Williams,"Cleveland, Cuyahoga County",173445.48,173445.48,173445.48,0,Junior,Accounting & Finance Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:09:03
Lead Data Engineer,Jahnel Group,"Schenectady, Schenectady County",130723.53,130723.53,130723.53,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Senior Data Analyst,The Walt Disney Company,US,134500.0,114900.0,154100.0,0,Senior,"Energy, Oil & Gas Jobs",['r'],2025-12-20,2025-12-22 00:09:03
Coding Consultant,IntusCare,US,82500.0,75000.0,90000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Data Analyst,Ameresco,US,78362.98,78362.98,78362.98,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Staff Data Architect,Arizona State University,"Scottsdale, Maricopa County",95000.0,90000.0,100000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
IT Data Solutions Analyst I,ARUP Laboratories Career,US,70422.8,70422.8,70422.8,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Senior Manager Data Analysis - AML,Capital One,"Richmond, Richmond County",187900.0,175500.0,200300.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:03
Data Analyst,Booz Allen Hamilton,"Huntsville, Madison County",101450.0,61900.0,141000.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Sr. Political Data Scientist,GoodParty.org,US,153000.0,136000.0,170000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Graphic Designer-Data Visualization,TD Bank,"New York City, New York",77500.0,70000.0,85000.0,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Intern - Data Analyst,Rally House,US,41600.0,37440.0,45760.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Implementation Manager,HockeyStack,US,125000.0,100000.0,150000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Sr. Business Analyst- HR Data,Esri,"Redlands, San Bernardino County",115111.0,115111.0,115111.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Digital Asset BIM Manager,STV,"Dallas, Texas",144806.67,144806.67,144806.67,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
"Manager, Life Science Intel Consultant- EST",Amplity,"Philadelphia, Philadelphia County",125993.57,125993.57,125993.57,0,Junior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Data Analyst - Medicare/Medicaid,A1M Solutions,US,102500.0,95000.0,110000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Senior Data Management Analyst,Emerging Tech,"Washington, Washington, D.C.",110000.0,100000.0,120000.0,0,Senior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Lead Application Development Engineer,Centene Management Company,US,143850.0,100900.0,186800.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Portfolio Analytics Coordinator,Idexx,US,91919.37,91919.37,91919.37,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Graduate (Year-Round) Intern: Geospatial Data Science Modeling and Analysis,NREL,"Golden, Jefferson County",56800.0,43700.0,69900.0,0,Junior,Graduate Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Data Analyst,University of Arkansas Fayetteville,"Fayetteville, Washington County",54010.5,51021.0,57000.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Data Analyst/Documents,TeleSolv Consulting,"Washington, Washington, D.C.",64449.98,64449.98,64449.98,0,Mid-level,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:09:07
TX DIR-Business Analyst 3-529601579R1,Knowledge Builders,"Austin, Travis County",35472.56,35472.56,35472.56,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Technical Program Manager,Akkodis,"Allen Park, Wayne County",121921.42,121921.42,121921.42,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Business Intelligence Specialist,Akkodis,"Dearborn, Wayne County",92140.45,92140.45,92140.45,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Senior Software Engineer,Akkodis,"Dearborn, Wayne County",144891.9,144891.9,144891.9,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Data Reporting Analyst,Robert Half,"San Diego, San Diego County",110000.0,100000.0,120000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Data Warehouse Analyst I,Robert Half,"Rantoul, Champaign County",46072.0,46072.0,46072.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Financial Analyst,CFS,"Atlanta, Fulton County",101448.7,101448.7,101448.7,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Full-Stack Java Developer,Akkodis,"Dearborn, Wayne County",100688.4,100688.4,100688.4,0,Senior,IT Jobs,"['scala', 'r', 'java']",2025-12-20,2025-12-22 00:09:07
Business Analyst,"GTT, LLC","Oakland, Oakland County",121703.95,121703.95,121703.95,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Remote Data Analyst,CrowdGen ,"Westbury, Houston",70411.59,70411.59,70411.59,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Data Management and Entry Analyst IV,KAISER,"Pasadena, Los Angeles County",113486.66,113486.66,113486.66,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
"Intern, Data Analytics",Realtor.com,"Austin, Travis County",67753.31,67753.31,67753.31,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Epic Certified Cupid & Radiant Analyst,Jobot,"San Francisco, California",178880.0,166400.0,191360.0,0,Junior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Business Analyst Enterprise Data Solutions,"Pepperidge Farm, Incorporated","Camden County, New Jersey",130750.0,107300.0,154200.0,0,Junior,Customer Services Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Data Analyst,Globalchannelmanagement,"Dallas, Texas",127920.0,126880.0,128960.0,0,Mid-level,"Energy, Oil & Gas Jobs",['r'],2025-12-20,2025-12-22 00:09:07
Data Analyst,Stensul,"New York, US",125000.0,115000.0,135000.0,0,Mid-level,Hospitality & Catering Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Meteorologist - Data Analyst,NextEra,"West Palm Beach, Palm Beach County",91691.73,91691.73,91691.73,0,Junior,"Energy, Oil & Gas Jobs",['r'],2025-12-20,2025-12-22 00:09:07
Technical Project Manager – Data & Analytics((onsite 100%),Element 6 Solutions LLC,"East Lake-Orient Park, Hillsborough County",130000.0,124800.0,135200.0,0,Junior,IT Jobs,"['snowflake', 'r']",2025-12-20,2025-12-22 00:09:07
"Travel Radiology Tech - $2,540 per week in Asheville, NC",Mindlance Health,"Asheville, Buncombe County",121920.0,121920.0,121920.0,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Senior Analyst- Regulatory Reporting,Adtalem Global Education,"Schiller Park, Cook County",116238.42,116238.42,116238.42,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Lead OMB Data Analyst,City of New York,"New York City, New York",60674.57,60674.57,60674.57,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Senior Principal - Bank & Credit Union Marketing (Remote),Vericast,"San Antonio, Bexar County",130800.35,130800.35,130800.35,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:07
"Analyst, Master Data Management",Visa,"Foster City, San Mateo County",81371.3,81371.3,81371.3,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
"Business Analyst 3 with Medicaid experience (Only local to Austin, TX)",Syncreon Consulting,"Austin, Travis County",52487.48,52487.48,52487.48,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Payer Contracting Analyst,Privia Health,US,87864.54,87864.54,87864.54,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:09:07
"Senior Analyst, Clinical Data Systems",AbbVie,"North Chicago, Lake County",100283.9,100283.9,100283.9,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:09:07
Project Manager,"Zimmerman Associates, Inc.","West Bethesda, Montgomery County",165720.95,165720.95,165720.95,0,Manager,Admin Jobs,['r'],2025-12-20,2025-12-22 00:09:07
SQL Developer Senior,HTC Global Services Inc,"Montpelier, Washington County",131287.75,131287.75,131287.75,0,Senior,IT Jobs,"['sql', 'r']",2025-12-20,2025-12-22 00:09:07
