title,company_standardized,location_standardized,source,seniority_level,job_type,work_arrangement,salary_min_parsed,salary_max_parsed,salary_midpoint,salary_range,is_remote,has_salary,post_date_str,description_length,title_word_count,required_skills,url,scraped_at_str,source_id,company,location,description,post_date,scraped_at,salary,salary_min,salary_max,contract_type,category,job_hash
"Data Scientist, Product Analytics",Meta,"Trenton, Mercer County",adzuna,Mid-level,Full-time,On-site,148472.0,148472.0,148472.0,"$148,472-$148,472",False,True,2025-12-20,500,4,r,https://www.adzuna.com/land/ad/5550606953?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=02901965567E101D1A449C5F54FACB70410427F6,2025-12-21 23:42:54,5550606953,Meta,"Trenton, Mercer County","Summary: As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array o…",2025-12-20,2025-12-21T23:42:54.852860,"$148,472 - $148,472",148472.0,148472.0,Full-time,IT Jobs,34ec988a5da2916fd754cb0219df1cbe
"Data Engineer, Product Analytics",Meta,"Trenton, Mercer County",adzuna,Mid-level,Full-time,On-site,139043.84,139043.84,139043.84,"$139,044-$139,044",False,True,2025-12-20,500,4,r,https://www.adzuna.com/land/ad/5550606963?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=5F06D587C4161ED251E57A5C1193D364F72AD6CA,2025-12-21 23:42:54,5550606963,Meta,"Trenton, Mercer County","Summary: As a Data Engineer at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Reality Labs, Threads). Your technical skills and analytical mindset will be utilized designing and building some of the world's most extensive data sets, helping to craft experiences for billions of people and hundreds of millions of businesses worldwide.In this role, you will collaborate with s…",2025-12-20,2025-12-21T23:42:54.852860,"$139,044 - $139,044",139043.84,139043.84,Full-time,IT Jobs,625c665ef614491e6024594a97b12763
AI Solutions Leader,Deloitte,"Wellston, Saint Louis County",adzuna,Senior,Full-time,On-site,144235.53,144235.53,144235.53,"$144,236-$144,236",False,True,2025-12-20,500,3,r,https://www.adzuna.com/land/ad/5550606691?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=ED76431A8CB1B65552F1FC82B5A063DF1B5F7FA7,2025-12-21 23:42:54,5550606691,Deloitte,"Wellston, Saint Louis County","The Human Capital Offering Portfolio focuses on helping organizations manage and sustain their performance through their most important asset: their people. To stay in front, organizations need to have real-time access to Human Capital insights, experts and innovative technology solutions that are designed to not only drive but sustain and extend organizational performance and engagement. Supporting the products and capabilities of the Human Capital Offering Portfolio, our Engineering team is f…",2025-12-20,2025-12-21T23:42:54.852860,"$144,236 - $144,236",144235.53,144235.53,Full-time,IT Jobs,6651ccb30012a5fe0e7a949d0fcf0aff
Onshore NetSuite POD lead,Deloitte,"Kansas City, Jackson County",adzuna,Senior,Full-time,On-site,92085.73,92085.73,92085.73,"$92,086-$92,086",False,True,2025-12-20,500,4,r,https://www.adzuna.com/land/ad/5550606696?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=E6B41FE94F95FA33FEC37AC56F599742770B7414,2025-12-21 23:42:54,5550606696,Deloitte,"Kansas City, Jackson County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced NetSuite POD Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/R…",2025-12-20,2025-12-21T23:42:54.852860,"$92,086 - $92,086",92085.73,92085.73,Full-time,IT Jobs,bcec80e645d1fd79916bdcd3b500bfb0
Onshore NetSuite POD lead,Deloitte,"Wellston, Saint Louis County",adzuna,Senior,Full-time,On-site,63519.61,63519.61,63519.61,"$63,520-$63,520",False,True,2025-12-20,500,4,r,https://www.adzuna.com/land/ad/5550606697?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=393CED53E87F3C0CBF46397948999AED96F977B8,2025-12-21 23:42:54,5550606697,Deloitte,"Wellston, Saint Louis County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced NetSuite POD Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you'll do/R…",2025-12-20,2025-12-21T23:42:54.852860,"$63,520 - $63,520",63519.61,63519.61,Full-time,IT Jobs,b2fe13f1f26fc00a51e43408431c4fe7
AI Solutions Leader,Deloitte,"Kansas City, Jackson County",adzuna,Senior,Full-time,On-site,209101.3,209101.3,209101.3,"$209,101-$209,101",False,True,2025-12-20,500,3,r,https://www.adzuna.com/land/ad/5550606693?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=DC52EA27DDD3A7C5801E579E19C761C6BC9DDFC8,2025-12-21 23:42:54,5550606693,Deloitte,"Kansas City, Jackson County","The Human Capital Offering Portfolio focuses on helping organizations manage and sustain their performance through their most important asset: their people. To stay in front, organizations need to have real-time access to Human Capital insights, experts and innovative technology solutions that are designed to not only drive but sustain and extend organizational performance and engagement. Supporting the products and capabilities of the Human Capital Offering Portfolio, our Engineering team is f…",2025-12-20,2025-12-21T23:42:54.852860,"$209,101 - $209,101",209101.3,209101.3,Full-time,IT Jobs,d13d761713feab69a929ef05821b6c1e
Onshore Oracle Field Service Lead,Deloitte,"Kansas City, Jackson County",adzuna,Senior,Full-time,On-site,130017.34,130017.34,130017.34,"$130,017-$130,017",False,True,2025-12-20,500,5,r,https://www.adzuna.com/land/ad/5550606522?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=F72DA13CE33F33CFAFABA0B87497915A082E350B,2025-12-21 23:42:54,5550606522,Deloitte,"Kansas City, Jackson County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Oracle Field Service Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you…",2025-12-20,2025-12-21T23:42:54.852860,"$130,017 - $130,017",130017.34,130017.34,Full-time,IT Jobs,7d63df1db014b6ce9c6ef497d6520d15
Onshore SalesForce CRM  RCA Functional,Deloitte,"Wellston, Saint Louis County",adzuna,Mid-level,Full-time,On-site,87773.92,87773.92,87773.92,"$87,774-$87,774",False,True,2025-12-20,500,5,r,https://www.adzuna.com/land/ad/5550606521?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=EA0D9A9C7A91AAE82FA85190221AEB88C7E042EC,2025-12-21 23:42:54,5550606521,Deloitte,"Wellston, Saint Louis County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Analyst you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you…",2025-12-20,2025-12-21T23:42:54.852860,"$87,774 - $87,774",87773.92,87773.92,Full-time,IT Jobs,5edbf6ca3d8fb87dee46603f6dd5e715
Onshore SalesForce Lead,Deloitte,"Kansas City, Jackson County",adzuna,Senior,Full-time,On-site,154700.97,154700.97,154700.97,"$154,701-$154,701",False,True,2025-12-20,500,3,r,https://www.adzuna.com/land/ad/5550606528?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=2DFBA06A25DCDF716212F9501D3A516432295B60,2025-12-21 23:42:54,5550606528,Deloitte,"Kansas City, Jackson County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Specialist you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work …",2025-12-20,2025-12-21T23:42:54.852860,"$154,701 - $154,701",154700.97,154700.97,Full-time,IT Jobs,1e8deae00415f4dd2028ce60f64c6482
"Salesforce Configure, Price, Quote (CPQ) Senior Manager",Deloitte,"Kansas City, Jackson County",adzuna,Senior,Full-time,On-site,231854.8,231854.8,231854.8,"$231,855-$231,855",False,True,2025-12-20,500,7,r,https://www.adzuna.com/land/ad/5550606523?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=380947868815486DFB2A2662E75E6DFE7F03A572,2025-12-21 23:42:54,5550606523,Deloitte,"Kansas City, Jackson County","Salesforce CPQ Senior Manager Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data s…",2025-12-20,2025-12-21T23:42:54.852860,"$231,855 - $231,855",231854.8,231854.8,Full-time,Consultancy Jobs,be0e27c16e269f6796f87a4e179f51a7
Onshore SalesForce CRM  RCA Functional,Deloitte,"Kansas City, Jackson County",adzuna,Mid-level,Full-time,On-site,127247.59,127247.59,127247.59,"$127,248-$127,248",False,True,2025-12-20,500,5,r,https://www.adzuna.com/land/ad/5550606515?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=5B872FB027548BBA7559DBF45B8A223BA2438623,2025-12-21 23:42:54,5550606515,Deloitte,"Kansas City, Jackson County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Analyst you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you…",2025-12-20,2025-12-21T23:42:54.852860,"$127,248 - $127,248",127247.59,127247.59,Full-time,IT Jobs,15aee53df084762042c0a2f583965378
Onshore SalesForce Lead,Deloitte,"Wellston, Saint Louis County",adzuna,Senior,Full-time,On-site,106710.94,106710.94,106710.94,"$106,711-$106,711",False,True,2025-12-20,500,3,r,https://www.adzuna.com/land/ad/5550606517?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=03ACBB974149BE19454DABD9A24B74810CFDCFAA,2025-12-21 23:42:54,5550606517,Deloitte,"Wellston, Saint Louis County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Salesforce CRMRCA Specialist you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work …",2025-12-20,2025-12-21T23:42:54.852860,"$106,711 - $106,711",106710.94,106710.94,Full-time,IT Jobs,05f7844e8a80be9acf3d709743a8d642
Onshore Oracle Field Service Lead,Deloitte,"Wellston, Saint Louis County",adzuna,Senior,Full-time,On-site,89684.45,89684.45,89684.45,"$89,684-$89,684",False,True,2025-12-20,500,5,r,https://www.adzuna.com/land/ad/5550606512?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=D4387F44D1983B790C7EB1CA42DE2D2D8965B236,2025-12-21 23:42:54,5550606512,Deloitte,"Wellston, Saint Louis County","Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Oracle Field Service Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of travel. If so, consider an opportunity with Deloitte under our Project Delivery Talent Model. Project Delivery Model (PDM) is a talent model that is tailored specifically for long-term, onsite client service delivery. Work you…",2025-12-20,2025-12-21T23:42:54.852860,"$89,684 - $89,684",89684.45,89684.45,Full-time,IT Jobs,72f282e12f8912f6d466dc58b8af5554
AI Solutions Leader,Deloitte,"Morristown, Morris County",adzuna,Senior,Full-time,On-site,197292.73,197292.73,197292.73,"$197,293-$197,293",False,True,2025-12-20,500,3,r,https://www.adzuna.com/land/ad/5550606405?se=yGk7q5je8BGf4pFloLhdwQ&utm_medium=api&utm_source=41102b43&v=50E714E65DDB04D6C4283827CEFDEC3CC06DF668,2025-12-21 23:42:54,5550606405,Deloitte,"Morristown, Morris County","The Human Capital Offering Portfolio focuses on helping organizations manage and sustain their performance through their most important asset: their people. To stay in front, organizations need to have real-time access to Human Capital insights, experts and innovative technology solutions that are designed to not only drive but sustain and extend organizational performance and engagement. Supporting the products and capabilities of the Human Capital Offering Portfolio, our Engineering team is f…",2025-12-20,2025-12-21T23:42:54.852860,"$197,293 - $197,293",197292.73,197292.73,Full-time,IT Jobs,863b9cd41a3904014012858305c14755
